file,class,method,variable,usage
C:\StateDesignPattern\Visitor\ChargeMoneyVisitor.java,VisitorPack.ChargeMoneyVisitor,visit/1[VisitorPack.PremiumTeam],premiumTeam,3
C:\StateDesignPattern\Visitor\ChargeMoneyVisitor.java,VisitorPack.ChargeMoneyVisitor,visit/1[VisitorPack.MediumTeam],mediumTeam,3
C:\StateDesignPattern\Visitor\ChargeMoneyVisitor.java,VisitorPack.ChargeMoneyVisitor,visit/1[VisitorPack.SmallTeam],smallTeam,3
C:\StateDesignPattern\ChainOfResponsibilty\TeamLeader.java,ChainOfResponsibilityPack.TeamLeader,setNextChain/1[ChainOfResponsibilityPack.Chain],higherLevel,1
C:\StateDesignPattern\ChainOfResponsibilty\TeamLeader.java,ChainOfResponsibilityPack.TeamLeader,solveTheProblem/1[java.lang.String],levelOfProblem,2
C:\StateDesignPattern\Builder\Main.java,BuilderPack.Main,main/1[java.lang.String[]],args,0
C:\StateDesignPattern\Builder\Main.java,BuilderPack.Main,main/1[java.lang.String[]],car2,1
C:\StateDesignPattern\Builder\Main.java,BuilderPack.Main,main/1[java.lang.String[]],car1,1
C:\StateDesignPattern\Builder\Main.java,BuilderPack.Main,main/1[java.lang.String[]],carBuilder1,2
C:\StateDesignPattern\Builder\Main.java,BuilderPack.Main,main/1[java.lang.String[]],carBuilder2,2
C:\StateDesignPattern\Builder\Main.java,BuilderPack.Main,main/1[java.lang.String[]],engineer2,1
C:\StateDesignPattern\Builder\Main.java,BuilderPack.Main,main/1[java.lang.String[]],engineer1,1
C:\StateDesignPattern\DecoratorDesignPattern\src\Pants.java,Pants,Pants/1[ShoppingCart],shoppingCart,1
C:\StateDesignPattern\ChainOfResponsibilty\CTO.java,ChainOfResponsibilityPack.CTO,setNextChain/1[ChainOfResponsibilityPack.Chain],higherLevel,1
C:\StateDesignPattern\ChainOfResponsibilty\CTO.java,ChainOfResponsibilityPack.CTO,solveTheProblem/1[java.lang.String],levelOfProblem,1
C:\StateDesignPattern\StrategyDesignPattern\src\CantRun.java,CantRun,isRun/0,s,1
C:\StateDesignPattern\abstractFactoryDesignPattern\src\AbstractFactory.java,AbstractFactory,getHero/1[java.lang.String],s,0
C:\StateDesignPattern\abstractFactoryDesignPattern\src\AbstractFactory.java,AbstractFactory,getVillain/1[java.lang.String],s,0
C:\StateDesignPattern\CompositePack\Pikud.java,CompositePack.Pikud,printSoldierDetails/0,soldier,1
C:\StateDesignPattern\CompositePack\Pikud.java,CompositePack.Pikud,insertToJail/1[CompositePack.Soldier],s,1
C:\StateDesignPattern\CompositePack\Pikud.java,CompositePack.Pikud,recruitSoldier/1[CompositePack.Soldier],s,1
C:\StateDesignPattern\CompositePack\Pikud.java,CompositePack.Pikud,dissmissSoldier/1[CompositePack.Soldier],s,2
C:\StateDesignPattern\Singelton\main.java,SingletonPack.main,main/1[java.lang.String[]],args,0
C:\StateDesignPattern\Singelton\main.java,SingletonPack.main,main/1[java.lang.String[]],singleton2,1
C:\StateDesignPattern\Singelton\main.java,SingletonPack.main,main/1[java.lang.String[]],singleton1,1
C:\StateDesignPattern\Singelton\main.java,SingletonPack.main,doSomeStuff/0,e,1
C:\StateDesignPattern\Visitor\Visitor.java,VisitorPack.Visitor,visit/1[VisitorPack.MediumTeam],mediumTeam,0
C:\StateDesignPattern\Visitor\Visitor.java,VisitorPack.Visitor,visit/1[VisitorPack.SmallTeam],smallTeam,0
C:\StateDesignPattern\Visitor\Visitor.java,VisitorPack.Visitor,visit/1[VisitorPack.PremiumTeam],premiumTeam,0
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,setHeight/1[int],height,2
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,setName/1[java.lang.String],name,2
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,"Animal/3[java.lang.String,int,int]",name,2
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,"Animal/3[java.lang.String,int,int]",weight,2
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,"Animal/3[java.lang.String,int,int]",height,2
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,setWeight/1[int],weight,2
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,setSound/1[java.lang.String],sound,2
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,setRunning/1[Runs],runs,2
C:\StateDesignPattern\PrototypeDesignPattern\src\CloneFactory.java,CloneFactory,getVillain/1[Villain],villain,1
C:\StateDesignPattern\factoryDesignPattern\src\VillainFactory.java,VillainFactory,getVillain/1[String],villainType,1
C:\StateDesignPattern\abstractFactoryDesignPattern\src\FactoryGenerator.java,FactoryGenerator,factory/1[java.lang.String],s,1
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,"update/3[double,double,double]",breadPrice,2
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,"update/3[double,double,double]",meatPrice,2
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,"update/3[double,double,double]",milkPrice,2
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,StoreObserver/1[Client],newClient,1
C:\StateDesignPattern\DecoratorDesignPattern\src\Shirts.java,Shirts,Shirts/1[ShoppingCart],shoppingCart,1
C:\StateDesignPattern\Observer\Observer.java,Observer,"update/3[double,double,double]",breadPrice,0
C:\StateDesignPattern\Observer\Observer.java,Observer,"update/3[double,double,double]",meatPrice,0
C:\StateDesignPattern\Observer\Observer.java,Observer,"update/3[double,double,double]",milkPrice,0
C:\StateDesignPattern\CompositePack\BootcampSoldier.java,CompositePack.BootcampSoldier,"BootcampSoldier/3[long,java.lang.String,java.lang.String]",armyId,2
C:\StateDesignPattern\CompositePack\BootcampSoldier.java,CompositePack.BootcampSoldier,"BootcampSoldier/3[long,java.lang.String,java.lang.String]",name,2
C:\StateDesignPattern\CompositePack\BootcampSoldier.java,CompositePack.BootcampSoldier,"BootcampSoldier/3[long,java.lang.String,java.lang.String]",dateOfRecruit,2
C:\StateDesignPattern\Visitor\Main.java,VisitorPack.Main,main/1[java.lang.String[]],args,0
C:\StateDesignPattern\Visitor\Main.java,VisitorPack.Main,main/1[java.lang.String[]],hapoelPetachTikva,2
C:\StateDesignPattern\Visitor\Main.java,VisitorPack.Main,main/1[java.lang.String[]],ImportantGamesCharger,3
C:\StateDesignPattern\Visitor\Main.java,VisitorPack.Main,main/1[java.lang.String[]],maccabiHaifa,2
C:\StateDesignPattern\Visitor\Main.java,VisitorPack.Main,main/1[java.lang.String[]],hapoelMarmorek,2
C:\StateDesignPattern\Visitor\Main.java,VisitorPack.Main,main/1[java.lang.String[]],RegularGamesCharger,3
C:\StateDesignPattern\Mediator\Buyer.java,MediatorPack.Buyer,bid/1[int],price,0
C:\StateDesignPattern\Mediator\Buyer.java,MediatorPack.Buyer,"Buyer/2[MediatorPack.Mediator,java.lang.String]",name,2
C:\StateDesignPattern\Mediator\Buyer.java,MediatorPack.Buyer,"Buyer/2[MediatorPack.Mediator,java.lang.String]",med,1
C:\StateDesignPattern\Builder\CarBuilder.java,BuilderPack.CarBuilder,CarBuilder/1[BuilderPack.Worker],worker,2
C:\StateDesignPattern\PrototypeDesignPattern\src\Warrior.java,Warrior,clone/0,warrior,2
C:\StateDesignPattern\PrototypeDesignPattern\src\Warrior.java,Warrior,clone/0,e,1
C:\StateDesignPattern\StrategyDesignPattern\src\CanRun.java,CanRun,isRun/0,s,1
C:\StateDesignPattern\Visitor\PremiumTeam.java,VisitorPack.PremiumTeam,"PremiumTeam/3[int,int,java.lang.String]",teamName,2
C:\StateDesignPattern\Visitor\PremiumTeam.java,VisitorPack.PremiumTeam,"PremiumTeam/3[int,int,java.lang.String]",ticketPrice,2
C:\StateDesignPattern\Visitor\PremiumTeam.java,VisitorPack.PremiumTeam,"PremiumTeam/3[int,int,java.lang.String]",numOfFans,2
C:\StateDesignPattern\Visitor\PremiumTeam.java,VisitorPack.PremiumTeam,accept/1[VisitorPack.Visitor],visitor,1
C:\StateDesignPattern\ChainOfResponsibilty\LowLevelEmployee.java,ChainOfResponsibilityPack.LowLevelEmployee,setNextChain/1[ChainOfResponsibilityPack.Chain],higherLevel,1
C:\StateDesignPattern\ChainOfResponsibilty\LowLevelEmployee.java,ChainOfResponsibilityPack.LowLevelEmployee,solveTheProblem/1[java.lang.String],levelOfProblem,2
C:\StateDesignPattern\Visitor\ChargeMoreMoneyVisitor.java,VisitorPack.ChargeMoreMoneyVisitor,visit/1[VisitorPack.SmallTeam],smallTeam,3
C:\StateDesignPattern\Visitor\ChargeMoreMoneyVisitor.java,VisitorPack.ChargeMoreMoneyVisitor,visit/1[VisitorPack.MediumTeam],mediumTeam,3
C:\StateDesignPattern\Visitor\ChargeMoreMoneyVisitor.java,VisitorPack.ChargeMoreMoneyVisitor,visit/1[VisitorPack.PremiumTeam],premiumTeam,3
C:\StateDesignPattern\PrototypeDesignPattern\src\Sniper.java,Sniper,clone/0,sniper,2
C:\StateDesignPattern\PrototypeDesignPattern\src\Sniper.java,Sniper,clone/0,e,1
C:\StateDesignPattern\Mediator\Main.java,MediatorPack.Main,main/1[java.lang.String[]],args,0
C:\StateDesignPattern\Mediator\Main.java,MediatorPack.Main,main/1[java.lang.String[]],b2,4
C:\StateDesignPattern\Mediator\Main.java,MediatorPack.Main,main/1[java.lang.String[]],b3,2
C:\StateDesignPattern\Mediator\Main.java,MediatorPack.Main,main/1[java.lang.String[]],med,8
C:\StateDesignPattern\Mediator\Main.java,MediatorPack.Main,main/1[java.lang.String[]],b1,2
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,notifyTheClients/0,o,1
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,setBreadPrice/1[double],breadPrice,2
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,addClient/1[Observer],newObserver,1
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,removeClient/1[Observer],deleteMe,1
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,removeClient/1[Observer],deleteIndex,2
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,setMilkPrice/1[double],milkPrice,2
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,setMeatPrice/1[double],meatPrice,2
C:\StateDesignPattern\DecoratorDesignPattern\src\Coats.java,Coats,Coats/1[ShoppingCart],shoppingCart,1
C:\StateDesignPattern\StrategyDesignPattern\src\Mouse.java,Mouse,"Mouse/3[java.lang.String,int,int]",name,1
C:\StateDesignPattern\StrategyDesignPattern\src\Mouse.java,Mouse,"Mouse/3[java.lang.String,int,int]",weight,1
C:\StateDesignPattern\StrategyDesignPattern\src\Mouse.java,Mouse,"Mouse/3[java.lang.String,int,int]",height,1
C:\StateDesignPattern\Builder\CarPlan.java,BuilderPack.CarPlan,setCarColor/1[java.lang.String],color,0
C:\StateDesignPattern\Builder\CarPlan.java,BuilderPack.CarPlan,setEngine/1[java.lang.String],engine,0
C:\StateDesignPattern\Builder\CarPlan.java,BuilderPack.CarPlan,setWheels/1[java.lang.String],wheels,0
C:\StateDesignPattern\Builder\CarPlan.java,BuilderPack.CarPlan,setGear/1[java.lang.String],gear,0
C:\StateDesignPattern\ChainOfResponsibilty\Main.java,ChainOfResponsibilityPack.Main,main/1[java.lang.String[]],args,0
C:\StateDesignPattern\ChainOfResponsibilty\Main.java,ChainOfResponsibilityPack.Main,main/1[java.lang.String[]],emp4,1
C:\StateDesignPattern\ChainOfResponsibilty\Main.java,ChainOfResponsibilityPack.Main,main/1[java.lang.String[]],emp3,2
C:\StateDesignPattern\ChainOfResponsibilty\Main.java,ChainOfResponsibilityPack.Main,main/1[java.lang.String[]],emp2,2
C:\StateDesignPattern\ChainOfResponsibilty\Main.java,ChainOfResponsibilityPack.Main,main/1[java.lang.String[]],emp1,5
C:\StateDesignPattern\CompositePack\Commander.java,CompositePack.Commander,"Commander/3[long,java.lang.String,java.lang.String]",armyId,2
C:\StateDesignPattern\CompositePack\Commander.java,CompositePack.Commander,"Commander/3[long,java.lang.String,java.lang.String]",name,2
C:\StateDesignPattern\CompositePack\Commander.java,CompositePack.Commander,"Commander/3[long,java.lang.String,java.lang.String]",dateOfRecruit,2
C:\StateDesignPattern\Mediator\AuctionMediator.java,MediatorPack.AuctionMediator,addBuyer/1[MediatorPack.Buyer],buyer,2
C:\StateDesignPattern\Mediator\AuctionMediator.java,MediatorPack.AuctionMediator,findHighestBidder/0,b,3
C:\StateDesignPattern\Mediator\AuctionMediator.java,MediatorPack.AuctionMediator,findHighestBidder/0,winner,3
C:\StateDesignPattern\Mediator\AuctionMediator.java,MediatorPack.AuctionMediator,findHighestBidder/0,maxBid,2
C:\StateDesignPattern\StrategyDesignPattern\src\Main.java,Main,main/1[String[]],args,0
C:\StateDesignPattern\StrategyDesignPattern\src\Main.java,Main,main/1[String[]],mikey,2
C:\StateDesignPattern\StrategyDesignPattern\src\Main.java,Main,main/1[String[]],shuki,2
C:\StateDesignPattern\StrategyDesignPattern\src\Main.java,Main,main/1[String[]],roni,4
C:\StateDesignPattern\ChainOfResponsibilty\MediumLevelEmployee.java,ChainOfResponsibilityPack.MediumLevelEmployee,setNextChain/1[ChainOfResponsibilityPack.Chain],higherLevel,1
C:\StateDesignPattern\ChainOfResponsibilty\MediumLevelEmployee.java,ChainOfResponsibilityPack.MediumLevelEmployee,solveTheProblem/1[java.lang.String],levelOfProblem,2
