file,class,method,variable,usage
C:\StateDesignPattern\Builder\Car.java,BuilderPack.Car,toString/0,engine,1
C:\StateDesignPattern\Builder\Car.java,BuilderPack.Car,toString/0,gear,1
C:\StateDesignPattern\Builder\Car.java,BuilderPack.Car,setEngine/1[java.lang.String],engine,3
C:\StateDesignPattern\Builder\Car.java,BuilderPack.Car,setWheels/1[java.lang.String],wheels,3
C:\StateDesignPattern\Visitor\ChargeMoneyVisitor.java,VisitorPack.ChargeMoneyVisitor,visit/1[VisitorPack.PremiumTeam],ticketPrice,2
C:\StateDesignPattern\Visitor\ChargeMoneyVisitor.java,VisitorPack.ChargeMoneyVisitor,visit/1[VisitorPack.PremiumTeam],numOfFans,2
C:\StateDesignPattern\Visitor\ChargeMoneyVisitor.java,VisitorPack.ChargeMoneyVisitor,visit/1[VisitorPack.MediumTeam],ticketPrice,2
C:\StateDesignPattern\Visitor\ChargeMoneyVisitor.java,VisitorPack.ChargeMoneyVisitor,visit/1[VisitorPack.MediumTeam],numOfFans,2
C:\StateDesignPattern\Visitor\ChargeMoneyVisitor.java,VisitorPack.ChargeMoneyVisitor,visit/1[VisitorPack.SmallTeam],ticketPrice,2
C:\StateDesignPattern\Visitor\ChargeMoneyVisitor.java,VisitorPack.ChargeMoneyVisitor,visit/1[VisitorPack.SmallTeam],numOfFans,2
C:\StateDesignPattern\Singelton\Singleton.java,SingletonPack.Singleton,getInstance/0,onlyInstance,3
C:\StateDesignPattern\ChainOfResponsibilty\TeamLeader.java,ChainOfResponsibilityPack.TeamLeader,setNextChain/1[ChainOfResponsibilityPack.Chain],nextChain,1
C:\StateDesignPattern\ChainOfResponsibilty\TeamLeader.java,ChainOfResponsibilityPack.TeamLeader,solveTheProblem/1[java.lang.String],nextChain,1
C:\StateDesignPattern\ChainOfResponsibilty\CTO.java,ChainOfResponsibilityPack.CTO,setNextChain/1[ChainOfResponsibilityPack.Chain],nextChain,1
C:\StateDesignPattern\Builder\MustangWorker.java,BuilderPack.MustangWorker,MustangWorker/0,car,1
C:\StateDesignPattern\Builder\MustangWorker.java,BuilderPack.MustangWorker,paintTheCar/0,car,1
C:\StateDesignPattern\Builder\MustangWorker.java,BuilderPack.MustangWorker,getCar/0,car,1
C:\StateDesignPattern\Builder\MustangWorker.java,BuilderPack.MustangWorker,assembleWheels/0,car,1
C:\StateDesignPattern\Builder\MustangWorker.java,BuilderPack.MustangWorker,buildGear/0,car,1
C:\StateDesignPattern\Builder\MustangWorker.java,BuilderPack.MustangWorker,bulidEngine/0,car,1
C:\StateDesignPattern\CompositePack\Pikud.java,CompositePack.Pikud,printSoldierDetails/0,allSoldiers,1
C:\StateDesignPattern\CompositePack\Pikud.java,CompositePack.Pikud,insertToJail/1[CompositePack.Soldier],isJail,1
C:\StateDesignPattern\CompositePack\Pikud.java,CompositePack.Pikud,recruitSoldier/1[CompositePack.Soldier],allSoldiers,1
C:\StateDesignPattern\CompositePack\Pikud.java,CompositePack.Pikud,dissmissSoldier/1[CompositePack.Soldier],allSoldiers,1
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,setHeight/1[int],height,3
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,setName/1[java.lang.String],name,3
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,getName/0,name,1
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,"Animal/3[java.lang.String,int,int]",name,3
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,"Animal/3[java.lang.String,int,int]",weight,3
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,"Animal/3[java.lang.String,int,int]",height,3
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,setWeight/1[int],weight,3
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,tryToRun/0,runs,1
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,getWeight/0,weight,1
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,getSound/0,sound,1
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,getHeight/0,height,1
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,setSound/1[java.lang.String],sound,3
C:\StateDesignPattern\StrategyDesignPattern\src\Animal.java,Animal,setRunning/1[Runs],runs,3
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,"update/3[double,double,double]",breadPrice,3
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,"update/3[double,double,double]",meatPrice,3
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,"update/3[double,double,double]",milkPrice,3
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,printThePrices/0,clientObserverId,1
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,printThePrices/0,breadPrice,1
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,printThePrices/0,meatPrice,1
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,printThePrices/0,milkPrice,1
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,StoreObserver/1[Client],numOfClients,2
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,StoreObserver/1[Client],clientObserverId,2
C:\StateDesignPattern\Observer\StoreObserver.java,StoreObserver,StoreObserver/1[Client],client,2
C:\StateDesignPattern\CompositePack\BootcampSoldier.java,CompositePack.BootcampSoldier,"BootcampSoldier/3[long,java.lang.String,java.lang.String]",armyId,3
C:\StateDesignPattern\CompositePack\BootcampSoldier.java,CompositePack.BootcampSoldier,"BootcampSoldier/3[long,java.lang.String,java.lang.String]",name,3
C:\StateDesignPattern\CompositePack\BootcampSoldier.java,CompositePack.BootcampSoldier,"BootcampSoldier/3[long,java.lang.String,java.lang.String]",dateOfRecruit,3
C:\StateDesignPattern\CompositePack\BootcampSoldier.java,CompositePack.BootcampSoldier,printSoldierDetails/0,armyId,1
C:\StateDesignPattern\CompositePack\BootcampSoldier.java,CompositePack.BootcampSoldier,printSoldierDetails/0,name,1
C:\StateDesignPattern\CompositePack\BootcampSoldier.java,CompositePack.BootcampSoldier,printSoldierDetails/0,dateOfRecruit,1
C:\StateDesignPattern\Mediator\Buyer.java,MediatorPack.Buyer,bid/1[int],price,1
C:\StateDesignPattern\Mediator\Buyer.java,MediatorPack.Buyer,"Buyer/2[MediatorPack.Mediator,java.lang.String]",name,3
C:\StateDesignPattern\Mediator\Buyer.java,MediatorPack.Buyer,"Buyer/2[MediatorPack.Mediator,java.lang.String]",mediator,1
C:\StateDesignPattern\Builder\CarBuilder.java,BuilderPack.CarBuilder,buildACar/0,worker,4
C:\StateDesignPattern\Builder\CarBuilder.java,BuilderPack.CarBuilder,getCar/0,worker,1
C:\StateDesignPattern\Builder\CarBuilder.java,BuilderPack.CarBuilder,CarBuilder/1[BuilderPack.Worker],worker,3
C:\StateDesignPattern\Visitor\PremiumTeam.java,VisitorPack.PremiumTeam,getTicketPrice/0,ticketPrice,1
C:\StateDesignPattern\Visitor\PremiumTeam.java,VisitorPack.PremiumTeam,"PremiumTeam/3[int,int,java.lang.String]",teamName,3
C:\StateDesignPattern\Visitor\PremiumTeam.java,VisitorPack.PremiumTeam,"PremiumTeam/3[int,int,java.lang.String]",ticketPrice,3
C:\StateDesignPattern\Visitor\PremiumTeam.java,VisitorPack.PremiumTeam,"PremiumTeam/3[int,int,java.lang.String]",numOfFans,3
C:\StateDesignPattern\Visitor\PremiumTeam.java,VisitorPack.PremiumTeam,getNumOfFans/0,numOfFans,1
C:\StateDesignPattern\Visitor\PremiumTeam.java,VisitorPack.PremiumTeam,getTeamName/0,teamName,1
C:\StateDesignPattern\ChainOfResponsibilty\LowLevelEmployee.java,ChainOfResponsibilityPack.LowLevelEmployee,setNextChain/1[ChainOfResponsibilityPack.Chain],nextChain,1
C:\StateDesignPattern\ChainOfResponsibilty\LowLevelEmployee.java,ChainOfResponsibilityPack.LowLevelEmployee,solveTheProblem/1[java.lang.String],nextChain,1
C:\StateDesignPattern\Builder\MazdaWorker.java,BuilderPack.MazdaWorker,paintTheCar/0,car,1
C:\StateDesignPattern\Builder\MazdaWorker.java,BuilderPack.MazdaWorker,getCar/0,car,1
C:\StateDesignPattern\Builder\MazdaWorker.java,BuilderPack.MazdaWorker,assembleWheels/0,car,1
C:\StateDesignPattern\Builder\MazdaWorker.java,BuilderPack.MazdaWorker,MazdaWorker/0,car,1
C:\StateDesignPattern\Builder\MazdaWorker.java,BuilderPack.MazdaWorker,buildGear/0,car,1
C:\StateDesignPattern\Builder\MazdaWorker.java,BuilderPack.MazdaWorker,bulidEngine/0,car,1
C:\StateDesignPattern\Visitor\ChargeMoreMoneyVisitor.java,VisitorPack.ChargeMoreMoneyVisitor,visit/1[VisitorPack.SmallTeam],ticketPrice,2
C:\StateDesignPattern\Visitor\ChargeMoreMoneyVisitor.java,VisitorPack.ChargeMoreMoneyVisitor,visit/1[VisitorPack.SmallTeam],numOfFans,2
C:\StateDesignPattern\Visitor\ChargeMoreMoneyVisitor.java,VisitorPack.ChargeMoreMoneyVisitor,visit/1[VisitorPack.MediumTeam],ticketPrice,2
C:\StateDesignPattern\Visitor\ChargeMoreMoneyVisitor.java,VisitorPack.ChargeMoreMoneyVisitor,visit/1[VisitorPack.MediumTeam],numOfFans,2
C:\StateDesignPattern\Visitor\ChargeMoreMoneyVisitor.java,VisitorPack.ChargeMoreMoneyVisitor,visit/1[VisitorPack.PremiumTeam],ticketPrice,2
C:\StateDesignPattern\Visitor\ChargeMoreMoneyVisitor.java,VisitorPack.ChargeMoreMoneyVisitor,visit/1[VisitorPack.PremiumTeam],numOfFans,2
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,notifyTheClients/0,breadPrice,1
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,notifyTheClients/0,meatPrice,1
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,notifyTheClients/0,milkPrice,1
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,notifyTheClients/0,observers,1
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,setBreadPrice/1[double],breadPrice,3
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,addClient/1[Observer],observers,1
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,removeClient/1[Observer],observers,2
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,setMilkPrice/1[double],milkPrice,3
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,setMeatPrice/1[double],meatPrice,3
C:\StateDesignPattern\Observer\HandleStores.java,HandleStores,HandleStores/0,observers,1
C:\StateDesignPattern\CompositePack\Commander.java,CompositePack.Commander,printSoldierDetails/0,armyId,1
C:\StateDesignPattern\CompositePack\Commander.java,CompositePack.Commander,printSoldierDetails/0,name,1
C:\StateDesignPattern\CompositePack\Commander.java,CompositePack.Commander,printSoldierDetails/0,dateOfRecruit,1
C:\StateDesignPattern\CompositePack\Commander.java,CompositePack.Commander,"Commander/3[long,java.lang.String,java.lang.String]",armyId,3
C:\StateDesignPattern\CompositePack\Commander.java,CompositePack.Commander,"Commander/3[long,java.lang.String,java.lang.String]",name,3
C:\StateDesignPattern\CompositePack\Commander.java,CompositePack.Commander,"Commander/3[long,java.lang.String,java.lang.String]",dateOfRecruit,3
C:\StateDesignPattern\Mediator\AuctionMediator.java,MediatorPack.AuctionMediator,addBuyer/1[MediatorPack.Buyer],buyers,1
C:\StateDesignPattern\Mediator\AuctionMediator.java,MediatorPack.AuctionMediator,findHighestBidder/0,buyers,1
C:\StateDesignPattern\Mediator\AuctionMediator.java,MediatorPack.AuctionMediator,AuctionMediator/0,buyers,1
C:\StateDesignPattern\ChainOfResponsibilty\MediumLevelEmployee.java,ChainOfResponsibilityPack.MediumLevelEmployee,setNextChain/1[ChainOfResponsibilityPack.Chain],nextChain,1
C:\StateDesignPattern\ChainOfResponsibilty\MediumLevelEmployee.java,ChainOfResponsibilityPack.MediumLevelEmployee,solveTheProblem/1[java.lang.String],nextChain,1
